date,price
2016-04-10 00:00:00,421.63
2016-04-11 00:00:00,420.69
2016-04-12 00:00:00,425.89
2016-04-13 00:00:00,424.61
2016-04-14 00:00:00,423.76
2016-04-15 00:00:00,429.09
2016-04-16 00:00:00,429.43
2016-04-17 00:00:00,425.71
2016-04-18 00:00:00,427.28
2016-04-19 00:00:00,435.91
2016-04-20 00:00:00,442.34
2016-04-21 00:00:00,451.0
2016-04-22 00:00:00,447.25
2016-04-23 00:00:00,451.29
2016-04-24 00:00:00,459.4
2016-04-25 00:00:00,463.86
2016-04-26 00:00:00,467.98
2016-04-27 00:00:00,447.31
2016-04-28 00:00:00,450.0
2016-04-29 00:00:00,456.16
2016-04-30 00:00:00,447.17
2016-05-01 00:00:00,451.9
2016-05-02 00:00:00,443.9
2016-05-03 00:00:00,450.96
2016-05-04 00:00:00,447.37
2016-05-05 00:00:00,448.51
2016-05-06 00:00:00,460.91
2016-05-07 00:00:00,459.04
2016-05-08 00:00:00,457.82
2016-05-09 00:00:00,461.63
2016-05-10 00:00:00,450.0
2016-05-11 00:00:00,452.51
2016-05-12 00:00:00,454.7
2016-05-13 00:00:00,456.82
2016-05-14 00:00:00,455.65
2016-05-15 00:00:00,457.08
2016-05-16 00:00:00,454.88
2016-05-17 00:00:00,452.89
2016-05-18 00:00:00,452.9
2016-05-19 00:00:00,441.87
2016-05-20 00:00:00,441.25
2016-05-21 00:00:00,443.89
2016-05-22 00:00:00,438.0
2016-05-23 00:00:00,442.17
2016-05-24 00:00:00,445.34
2016-05-25 00:00:00,447.94
2016-05-26 00:00:00,452.49
2016-05-27 00:00:00,470.29
2016-05-28 00:00:00,522.43
2016-05-29 00:00:00,512.16
2016-05-30 00:00:00,525.15
2016-05-31 00:00:00,531.15
2016-06-01 00:00:00,539.47
2016-06-02 00:00:00,539.99
2016-06-03 00:00:00,568.0
2016-06-04 00:00:00,573.74
2016-06-05 00:00:00,574.02
2016-06-06 00:00:00,584.5
2016-06-07 00:00:00,577.54
2016-06-08 00:00:00,578.68
2016-06-09 00:00:00,575.29
2016-06-10 00:00:00,577.55
2016-06-11 00:00:00,594.44
2016-06-12 00:00:00,664.85
2016-06-13 00:00:00,702.07
2016-06-14 00:00:00,685.24
2016-06-15 00:00:00,692.29
2016-06-16 00:00:00,762.43
2016-06-17 00:00:00,743.92
2016-06-18 00:00:00,754.37
2016-06-19 00:00:00,760.82
2016-06-20 00:00:00,729.19
2016-06-21 00:00:00,665.96
2016-06-22 00:00:00,587.45
2016-06-23 00:00:00,624.54
2016-06-24 00:00:00,660.6
2016-06-25 00:00:00,664.91
2016-06-26 00:00:00,627.39
2016-06-27 00:00:00,646.7
2016-06-28 00:00:00,646.38
2016-06-29 00:00:00,637.96
2016-06-30 00:00:00,671.41
2016-07-01 00:00:00,675.19
2016-07-02 00:00:00,701.71
2016-07-03 00:00:00,658.42
2016-07-04 00:00:00,676.33
2016-07-05 00:00:00,666.49
2016-07-06 00:00:00,673.79
2016-07-07 00:00:00,636.36
2016-07-08 00:00:00,659.56
2016-07-09 00:00:00,651.86
2016-07-10 00:00:00,648.09
2016-07-11 00:00:00,647.98
2016-07-12 00:00:00,672.77
2016-07-13 00:00:00,657.45
2016-07-14 00:00:00,658.83
2016-07-15 00:00:00,664.57
2016-07-16 00:00:00,662.15
2016-07-17 00:00:00,675.46
2016-07-18 00:00:00,673.21
2016-07-19 00:00:00,672.84
2016-07-20 00:00:00,665.64
2016-07-21 00:00:00,664.88
2016-07-22 00:00:00,651.58
2016-07-23 00:00:00,655.85
2016-07-24 00:00:00,661.41
2016-07-25 00:00:00,654.7
2016-07-26 00:00:00,655.07
2016-07-27 00:00:00,654.98
2016-07-28 00:00:00,655.33
2016-07-29 00:00:00,656.89
2016-07-30 00:00:00,654.74
2016-07-31 00:00:00,628.02
2016-08-01 00:00:00,606.32
2016-08-02 00:00:00,515.06
2016-08-03 00:00:00,565.05
2016-08-04 00:00:00,577.32
2016-08-05 00:00:00,576.56
2016-08-06 00:00:00,588.23
2016-08-07 00:00:00,594.27
2016-08-08 00:00:00,592.7
2016-08-09 00:00:00,588.78
2016-08-10 00:00:00,592.19
2016-08-11 00:00:00,589.24
2016-08-12 00:00:00,587.76
2016-08-13 00:00:00,586.43
2016-08-14 00:00:00,570.98
2016-08-15 00:00:00,570.14
2016-08-16 00:00:00,581.12
2016-08-17 00:00:00,575.52
2016-08-18 00:00:00,576.04
2016-08-19 00:00:00,576.66
2016-08-20 00:00:00,583.21
2016-08-21 00:00:00,582.82
2016-08-22 00:00:00,588.97
2016-08-23 00:00:00,586.19
2016-08-24 00:00:00,582.85
2016-08-25 00:00:00,579.86
2016-08-26 00:00:00,581.07
2016-08-27 00:00:00,571.54
2016-08-28 00:00:00,576.53
2016-08-29 00:00:00,575.22
2016-08-30 00:00:00,578.62
2016-08-31 00:00:00,574.83
2016-09-01 00:00:00,572.82
2016-09-02 00:00:00,576.22
2016-09-03 00:00:00,600.89
2016-09-04 00:00:00,610.6
2016-09-05 00:00:00,608.11
2016-09-06 00:00:00,611.1
2016-09-07 00:00:00,614.46
2016-09-08 00:00:00,627.78
2016-09-09 00:00:00,625.07
2016-09-10 00:00:00,625.76
2016-09-11 00:00:00,608.16
2016-09-12 00:00:00,609.67
2016-09-13 00:00:00,610.93
2016-09-14 00:00:00,612.08
2016-09-15 00:00:00,610.39
2016-09-16 00:00:00,609.11
2016-09-17 00:00:00,608.01
2016-09-18 00:00:00,611.59
2016-09-19 00:00:00,610.2
2016-09-20 00:00:00,609.75
2016-09-21 00:00:00,598.88
2016-09-22 00:00:00,597.42
2016-09-23 00:00:00,604.22
2016-09-24 00:00:00,603.89
2016-09-25 00:00:00,601.75
2016-09-26 00:00:00,608.15
2016-09-27 00:00:00,605.96
2016-09-28 00:00:00,605.68
2016-09-29 00:00:00,606.36
2016-09-30 00:00:00,609.4
2016-10-01 00:00:00,614.82
2016-10-02 00:00:00,610.52
2016-10-03 00:00:00,611.85
2016-10-04 00:00:00,609.62
2016-10-05 00:00:00,612.35
2016-10-06 00:00:00,612.09
2016-10-07 00:00:00,617.21
2016-10-08 00:00:00,618.05
2016-10-09 00:00:00,615.66
2016-10-10 00:00:00,617.55
2016-10-11 00:00:00,639.31
2016-10-12 00:00:00,635.01
2016-10-13 00:00:00,635.97
2016-10-14 00:00:00,639.57
2016-10-15 00:00:00,637.95
2016-10-16 00:00:00,641.43
2016-10-17 00:00:00,638.18
2016-10-18 00:00:00,636.3
2016-10-19 00:00:00,629.25
2016-10-20 00:00:00,630.23
2016-10-21 00:00:00,631.92
2016-10-22 00:00:00,655.49
2016-10-23 00:00:00,653.0
2016-10-24 00:00:00,651.4
2016-10-25 00:00:00,655.32
2016-10-26 00:00:00,672.22
2016-10-27 00:00:00,682.22
2016-10-28 00:00:00,687.69
2016-10-29 00:00:00,714.9
2016-10-30 00:00:00,698.0
2016-10-31 00:00:00,702.0
2016-11-01 00:00:00,728.21
2016-11-02 00:00:00,733.34
2016-11-03 00:00:00,686.17
2016-11-04 00:00:00,703.69
2016-11-05 00:00:00,704.79
2016-11-06 00:00:00,712.0
2016-11-07 00:00:00,703.82
2016-11-08 00:00:00,708.97
2016-11-09 00:00:00,720.93
2016-11-10 00:00:00,713.69
2016-11-11 00:00:00,715.46
2016-11-12 00:00:00,703.72
2016-11-13 00:00:00,701.9
2016-11-14 00:00:00,706.47
2016-11-15 00:00:00,710.91
2016-11-16 00:00:00,736.91
2016-11-17 00:00:00,736.96
2016-11-18 00:00:00,747.52
2016-11-19 00:00:00,750.03
2016-11-20 00:00:00,729.07
2016-11-21 00:00:00,738.54
2016-11-22 00:00:00,748.75
2016-11-23 00:00:00,741.64
2016-11-24 00:00:00,737.45
2016-11-25 00:00:00,739.79
2016-11-26 00:00:00,733.67
2016-11-27 00:00:00,727.97
2016-11-28 00:00:00,733.05
2016-11-29 00:00:00,732.71
2016-11-30 00:00:00,742.7
2016-12-01 00:00:00,752.25
2016-12-02 00:00:00,772.44
2016-12-03 00:00:00,764.34
2016-12-04 00:00:00,764.82
2016-12-05 00:00:00,754.64
2016-12-06 00:00:00,756.62
2016-12-07 00:00:00,766.12
2016-12-08 00:00:00,769.73
2016-12-09 00:00:00,770.03
2016-12-10 00:00:00,773.4
2016-12-11 00:00:00,768.3
2016-12-12 00:00:00,777.01
2016-12-13 00:00:00,778.49
2016-12-14 00:00:00,774.9
2016-12-15 00:00:00,776.75
2016-12-16 00:00:00,781.57
2016-12-17 00:00:00,788.71
2016-12-18 00:00:00,788.41
2016-12-19 00:00:00,789.52
2016-12-20 00:00:00,793.09
2016-12-21 00:00:00,824.22
2016-12-22 00:00:00,860.6
2016-12-23 00:00:00,901.32
2016-12-24 00:00:00,891.61
2016-12-25 00:00:00,886.9
2016-12-26 00:00:00,897.34
2016-12-27 00:00:00,930.38
2016-12-28 00:00:00,967.48
2016-12-29 00:00:00,963.38
2016-12-30 00:00:00,952.16
2016-12-31 00:00:00,959.88
2017-01-01 00:00:00,997.73
2017-01-02 00:00:00,1015.98
2017-01-03 00:00:00,1023.14
2017-01-04 00:00:00,1126.76
2017-01-05 00:00:00,994.67
2017-01-06 00:00:00,883.1
2017-01-07 00:00:00,896.83
2017-01-08 00:00:00,908.15
2017-01-09 00:00:00,894.18
2017-01-10 00:00:00,906.06
2017-01-11 00:00:00,785.22
2017-01-12 00:00:00,803.37
2017-01-13 00:00:00,826.3
2017-01-14 00:00:00,817.91
2017-01-15 00:00:00,822.21
2017-01-16 00:00:00,830.51
2017-01-17 00:00:00,903.85
2017-01-18 00:00:00,874.99
2017-01-19 00:00:00,895.8
2017-01-20 00:00:00,893.62
2017-01-21 00:00:00,920.45
2017-01-22 00:00:00,918.6
2017-01-23 00:00:00,922.07
2017-01-24 00:00:00,890.32
2017-01-25 00:00:00,893.05
2017-01-26 00:00:00,915.96
2017-01-27 00:00:00,919.28
2017-01-28 00:00:00,920.31
2017-01-29 00:00:00,915.93
2017-01-30 00:00:00,921.18
2017-01-31 00:00:00,964.71
2017-02-01 00:00:00,979.7
2017-02-02 00:00:00,1007.61
2017-02-03 00:00:00,1013.03
2017-02-04 00:00:00,1031.0
2017-02-05 00:00:00,1014.84
2017-02-06 00:00:00,1024.01
2017-02-07 00:00:00,1050.11
2017-02-08 00:00:00,1052.38
2017-02-09 00:00:00,976.1
2017-02-10 00:00:00,999.1
2017-02-11 00:00:00,1008.85
2017-02-12 00:00:00,1000.6
2017-02-13 00:00:00,999.88
2017-02-14 00:00:00,1011.78
2017-02-15 00:00:00,1012.33
2017-02-16 00:00:00,1035.21
2017-02-17 00:00:00,1055.54
2017-02-18 00:00:00,1056.64
2017-02-19 00:00:00,1052.78
2017-02-20 00:00:00,1084.76
2017-02-21 00:00:00,1123.79
2017-02-22 00:00:00,1123.22
2017-02-23 00:00:00,1172.02
2017-02-24 00:00:00,1174.87
2017-02-25 00:00:00,1150.61
2017-02-26 00:00:00,1175.05
2017-02-27 00:00:00,1190.75
2017-02-28 00:00:00,1187.57
2017-03-01 00:00:00,1222.5
2017-03-02 00:00:00,1259.41
2017-03-03 00:00:00,1285.14
2017-03-04 00:00:00,1267.03
2017-03-05 00:00:00,1270.93
2017-03-06 00:00:00,1275.2
2017-03-07 00:00:00,1238.45
2017-03-08 00:00:00,1157.39
2017-03-09 00:00:00,1192.47
2017-03-10 00:00:00,1098.62
2017-03-11 00:00:00,1179.16
2017-03-12 00:00:00,1227.49
2017-03-13 00:00:00,1239.82
2017-03-14 00:00:00,1245.37
2017-03-15 00:00:00,1257.4
2017-03-16 00:00:00,1180.95
2017-03-17 00:00:00,1091.17
2017-03-18 00:00:00,952.23
2017-03-19 00:00:00,1029.8
2017-03-20 00:00:00,1049.08
2017-03-21 00:00:00,1118.63
2017-03-22 00:00:00,1028.73
2017-03-23 00:00:00,1038.79
2017-03-24 00:00:00,941.92
2017-03-25 00:00:00,959.34
2017-03-26 00:00:00,956.79
2017-03-27 00:00:00,1037.23
2017-03-28 00:00:00,1046.13
2017-03-29 00:00:00,1040.58
2017-03-30 00:00:00,1037.9
2017-03-31 00:00:00,1079.55
2017-04-01 00:00:00,1086.93
2017-04-02 00:00:00,1099.17
2017-04-03 00:00:00,1141.81
2017-04-04 00:00:00,1141.6
2017-04-05 00:00:00,1133.08
2017-04-06 00:00:00,1196.31
2009-01-03 00:00:00,0.0
2009-01-04 00:00:00,0.0
2009-01-05 00:00:00,0.0
2009-01-06 00:00:00,0.0
2009-01-07 00:00:00,0.0
2009-01-08 00:00:00,0.0
2009-01-09 00:00:00,0.0
2009-01-10 00:00:00,0.0
2009-01-11 00:00:00,0.0
2009-01-12 00:00:00,0.0
2009-01-13 00:00:00,0.0
2009-01-14 00:00:00,0.0
2009-01-15 00:00:00,0.0
2009-01-16 00:00:00,0.0
2009-01-17 00:00:00,0.0
2009-01-18 00:00:00,0.0
2009-01-19 00:00:00,0.0
2009-01-20 00:00:00,0.0
2009-01-21 00:00:00,0.0
2009-01-22 00:00:00,0.0
2009-01-23 00:00:00,0.0
2009-01-24 00:00:00,0.0
2009-01-25 00:00:00,0.0
2009-01-26 00:00:00,0.0
2009-01-27 00:00:00,0.0
2009-01-28 00:00:00,0.0
2009-01-29 00:00:00,0.0
2009-01-30 00:00:00,0.0
2009-01-31 00:00:00,0.0
2009-02-01 00:00:00,0.0
2009-02-02 00:00:00,0.0
2009-02-03 00:00:00,0.0
2009-02-04 00:00:00,0.0
2009-02-05 00:00:00,0.0
2009-02-06 00:00:00,0.0
2009-02-07 00:00:00,0.0
2009-02-08 00:00:00,0.0
2009-02-09 00:00:00,0.0
2009-02-10 00:00:00,0.0
2009-02-11 00:00:00,0.0
2009-02-12 00:00:00,0.0
2009-02-13 00:00:00,0.0
2009-02-14 00:00:00,0.0
2009-02-15 00:00:00,0.0
2009-02-16 00:00:00,0.0
2009-02-17 00:00:00,0.0
2009-02-18 00:00:00,0.0
2009-02-19 00:00:00,0.0
2009-02-20 00:00:00,0.0
2009-02-21 00:00:00,0.0
2009-02-22 00:00:00,0.0
2009-02-23 00:00:00,0.0
2009-02-24 00:00:00,0.0
2009-02-25 00:00:00,0.0
2009-02-26 00:00:00,0.0
2009-02-27 00:00:00,0.0
2009-02-28 00:00:00,0.0
2009-03-01 00:00:00,0.0
2009-03-02 00:00:00,0.0
2009-03-03 00:00:00,0.0
2009-03-04 00:00:00,0.0
2009-03-05 00:00:00,0.0
2009-03-06 00:00:00,0.0
2009-03-07 00:00:00,0.0
2009-03-08 00:00:00,0.0
2009-03-09 00:00:00,0.0
2009-03-10 00:00:00,0.0
2009-03-11 00:00:00,0.0
2009-03-12 00:00:00,0.0
2009-03-13 00:00:00,0.0
2009-03-14 00:00:00,0.0
2009-03-15 00:00:00,0.0
2009-03-16 00:00:00,0.0
2009-03-17 00:00:00,0.0
2009-03-18 00:00:00,0.0
2009-03-19 00:00:00,0.0
2009-03-20 00:00:00,0.0
2009-03-21 00:00:00,0.0
2009-03-22 00:00:00,0.0
2009-03-23 00:00:00,0.0
2009-03-24 00:00:00,0.0
2009-03-25 00:00:00,0.0
2009-03-26 00:00:00,0.0
2009-03-27 00:00:00,0.0
2009-03-28 00:00:00,0.0
2009-03-29 00:00:00,0.0
2009-03-30 00:00:00,0.0
2009-03-31 00:00:00,0.0
2009-04-01 00:00:00,0.0
